Country,Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious,Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,CASES per Test,Death in Closed Cases,Rank by Testing rate,Rank by Death rate,Rank by Cases rate,Rank by Death of Closed Cases
Barbados,156,1.0,7.0,,123.0,26,,543.0,24.0,15028.0,52285.0,287425.0,0.0538,85.0,104.0,146.0,55.0
Monaco,150,2.0,4.0,,115.0,31,1.0,3819.0,102.0,51953.0,1322632.0,39280.0,0.0336,3.0,53.0,62.0,90.0
Bhutan,150,3.0,,,105.0,45,,194.0,,66835.0,86488.0,772767.0,,57.0,,182.0,
Brunei,143,,3.0,,139.0,1,,326.0,7.0,49399.0,112769.0,438054.0,0.0211,46.0,146.0,161.0,139.0
Seychelles,132,,,,126.0,6,,1341.0,,,,98431.0,,,,107.0,
Saint Martin,121,,5.0,,49.0,67,1.0,3122.0,129.0,2449.0,63193.0,38754.0,0.0926,76.0,44.0,77.0,27.0
Liechtenstein,99,1.0,1.0,,88.0,10,,2595.0,26.0,900.0,23595.0,38143.0,0.0112,124.0,101.0,87.0,165.0
Antigua and Barbuda,94,,3.0,,89.0,2,1.0,959.0,31.0,1738.0,17727.0,98041.0,0.0326,132.0,97.0,122.0,93.0
St. Vincent Grenadines,58,,,,56.0,2,,523.0,,3033.0,27327.0,110989.0,,117.0,,148.0,
Macao,46,,,,46.0,0,,71.0,,4071.0,6258.0,650532.0,,167.0,,195.0,
Curaçao,36,,1.0,,31.0,4,,219.0,6.0,1080.0,6578.0,164187.0,0.0313,165.0,148.0,176.0,99.0
Fiji,28,,1.0,,20.0,7,,31.0,1.0,6693.0,7459.0,897343.0,0.0476,160.0,177.0,206.0,63.0
Saint Lucia,26,,,,25.0,1,,142.0,,4946.0,26918.0,183744.0,,119.0,,186.0,
Timor-Leste,25,,,,25.0,0,,19.0,,4238.0,3206.0,1321774.0,,177.0,,208.0,
Grenada,24,,,,24.0,0,,213.0,,6252.0,55526.0,112596.0,,84.0,,178.0,
New Caledonia,23,,,,22.0,1,,80.0,,11838.0,41410.0,285874.0,,99.0,,194.0,
Laos,22,,,,19.0,3,,3.0,,35428.0,4860.0,7289790.0,,173.0,,214.0,
Dominica,18,,,,18.0,0,,250.0,,1646.0,22858.0,72011.0,,126.0,,171.0,
Saint Kitts and Nevis,17,,,,17.0,0,,319.0,,1385.0,26009.0,53251.0,,120.0,,162.0,
St. Barth,16,,,,9.0,7,,1619.0,,1699.0,171946.0,9881.0,,28.0,,98.0,
Greenland,14,,,,14.0,0,,247.0,,6446.0,113518.0,56784.0,,45.0,,172.0,
Montserrat,13,,1.0,,12.0,0,,2604.0,200.0,61.0,12220.0,4992.0,0.0769,145.0,31.0,86.0,32.0
Caribbean Netherlands,13,,,,7.0,6,,495.0,,424.0,16149.0,26256.0,,136.0,,151.0,
Falkland Islands,13,,,,13.0,0,,3722.0,,2256.0,645863.0,3493.0,,6.0,,65.0,
Vatican City,12,,,,12.0,0,,14981.0,,,,801.0,,,,12.0,
British Virgin Islands,11,,1.0,,8.0,2,,364.0,33.0,1890.0,62461.0,30259.0,0.1111,78.0,94.0,158.0,21.0
Western Sahara,10,,1.0,,8.0,1,,17.0,2.0,,,599245.0,0.1111,,176.0,209.0,21.0
MS Zaandam,9,,2.0,,,7,,,,,,,1.0,,,,1.0
Saint Pierre Miquelon,5,,,,1.0,4,,864.0,,,,5790.0,,,,128.0,
Anguilla,3,,,,3.0,0,,200.0,,662.0,44072.0,15021.0,,97.0,,181.0,
